batch_size,time_taken_embed,time_taken_law,time_taken_finance,time_taken_healthcare,results,model_name,embedding_model,embedding
1,0.0012567000012495555,0.0019973000016761944,0.0011507000017445534,0.0015398000032291748,"[0, 0, 0]",svm,tf_idf,True
1,0.0004899999985354953,0.001647400000365451,0.001110600001993589,0.0025411000024178065,"[0, 0, 0]",svm,tf_idf,True
1,0.0005399000001489185,0.0023361999992630444,0.0016968000054475851,0.0020064999989699572,"[0, 0, 0]",svm,tf_idf,True
1,0.0004761000018334016,0.00171980000595795,0.001404399998136796,0.0016465999942738563,"[0, 0, 0]",svm,tf_idf,True
1,0.0004923000014969148,0.0016682000059518032,0.0010844999997061677,0.0016256000017165206,"[0, 0, 0]",svm,tf_idf,True
1,0.0004931000003125519,0.001726900001813192,0.0011324000006425194,0.00141789999906905,"[0, 0, 0]",svm,tf_idf,True
1,0.0007276000033016317,0.0025453000052948482,0.001229199995577801,0.0014805999962845817,"[0, 0, 0]",svm,tf_idf,True
1,0.0004276999970898032,0.0016150999945239164,0.001079499998013489,0.001390400000673253,"[0, 0, 0]",svm,tf_idf,True
1,0.0004017000028397888,0.002152200002456084,0.0017415999973309226,0.0017403999954694882,"[0, 0, 0]",svm,tf_idf,True
1,0.00045569999929284677,0.0017329999973298982,0.0011153999948874116,0.001399299995682668,"[0, 0, 0]",svm,tf_idf,True
1,0.0004095999975106679,0.0015541999964625575,0.001073399995220825,0.001388500000757631,"[0, 0, 0]",svm,tf_idf,True
1,0.00041280000004917383,0.0015550999960396439,0.0010624999995343387,0.0013480999987223186,"[0, 0, 0]",svm,tf_idf,True
1,0.0004043000008095987,0.0017153000007965602,0.001171699994301889,0.0014522999990731478,"[0, 0, 0]",svm,tf_idf,True
1,0.00044410000555217266,0.002218099994934164,0.0017727000013110228,0.0017430000007152557,"[0, 0, 0]",svm,tf_idf,True
1,0.0004498999987845309,0.0017186000040965155,0.0010752000016509555,0.001377900000079535,"[0, 0, 0]",svm,tf_idf,True
1,0.00038559999666176736,0.0015416000023833476,0.0015653999944333918,0.0022916999951121397,"[0, 0, 0]",svm,tf_idf,True
1,0.00048380000225733966,0.0017762999996193685,0.0011297000019112602,0.001411799996276386,"[0, 0, 0]",svm,tf_idf,True
